text;hatespeech
"'os funcionários mataram o menino no Habib's pq ele era negro e pobre'
Hahahahhaha como se os funcionários do Habib's fossem ricos";no
"Os guris de nutrição da minha faculdade são todos iguais 
Branco musculosinho tatuagem maori no braço";no
"OS HEITENS (ODIADORES EM INGLÊS) JÁ ACUSARAM O GOLPE.
TRISTE DEMAIS ESSA CULTURA DE ÓDIO A MEU RESPEITO.
#PAZ _ https://t.co/j7y5THFNMK";no
Os 'homens' do governo da Suécia. Sem bolas, afeminados... Não é por acaso que os 'refugiados' deitam e rolam naque _ https://t.co/fDoIRrLlOM;yes
Os homens são todos iguais, deixam tudo para a última hora. O Dia dos Namorados é já amanhã e só hoje é que começaram a assaltar relojoarias;yes
"O @showdavida em sua dose diária de anti-trumpismo. 
Quando vão fazer reportagem sobre os 16 países que proíbem entrada de israelenses??";no
Os idiotas que cancelaram uma conferência d Jaime Nogueira Pinto numa pequena sala da FCSH arriscam-se a vê-lo esgotar o pavilhão Meo Aníbal;no
os islamicos moderados estão filmando e tirando foto...os Islamicos não praticantes estão alertando o ocidente das _ https://t.co/nEaj8goSyw;yes
"Os mais jovens do @pnr 
#RenovarPortugal #Portugal #PNR https://t.co/co7Ywrldht";no
"Os 'média' são um pilar do sistema que combatemos. Deles só se podemos esperar mentira e/ou omissão.
#Fakenews _ https://t.co/Q6BaDIUZlG";no
Os memes da Nana Gouvêa tão me divertindo muito kkkkkkkk http://t.co/6WuQbtv2;no
Os muçulmanos não são bem-vindos ! https://t.co/8RUKACkCQ3;yes
Os muleke é liso sim mas o governo é muito mais.;no
,,,,, os negros que estudem eu estudei  ,,,,,,,,,;yes
O sonho de 'liberdade de expressão' e 'exercício de democracia' deles deve ser a China ou Cuba. Um conservador na presidência?? Jamais!;no
O sonho do meu telemóvel era ter uma rede tão forte como a dos pescadores da Nazaré que arrastou uma bomba de 200 Kg sem se rasgar!...;no
Os países mais solidários são os mais pobres, mais abertos aos refugiados. A Europa se fecha. O Velho Mundo não é mais o mesmo...;no
O Sporting continua a ser grande na Europa do futebol https://t.co/g7tF6RQ8i0;no
Os portugueses devem muito a Passos Coelho por ter tido a coragem de dizer NÃO a Salgado. 'NÃO stresses, Ricardo, leva o guito pró Panamá.';yes
Os portugueses hoje já vão conseguir dormir https://t.co/JcC87G4QtF;no
Os portugueses são uns pessimistas. Eu acredito que c/ esta música na Eurovisão o Salvador Sobral pode até superar a votação do ano passado.;no
"Os pretos são criminosos
As gajas com decote são sluts
Os bissexuais são indecisos
Os refugiados não merecem uma oportunidade de vida";yes
Os reflexos da guerra trouxeram grandes mudanças para vida deles! Conheça essas histórias. https://t.co/UXhzkHLBJx;no
"Os “refugiados” e a classe política traidora
https://t.co/uY5kl7E2oh#PNR #RenovarPortugal #Refugiados #Portugal";no
Os refugiados estao todos a vir para a minha terra noto logo que nao e de cá mas eles sentem se bem acolhidos cá;yes
"Os Resistência vão voltar para fazer um concerto no Bataclan.
Eu sei que dizem que um raio não cai 2x no mesmo sítio mas deixem-me sonhar";yes
Os responsáveis por isso #NaoAOLimiteDeInternet https://t.co/ZXYaExw2RM;no
"O SR. NETO NÃO DEVE TER MAIS LÁGRIMAS...
FORÇA GUERREIRO. #CabeloRosaFelipeNeto https://t.co/wr5AWzx00W";no
Os 2 robôs da NASA na superfície de Marte https://t.co/qFlVmvTAO5;no
"'Os temas resultam das visitas efectuadas por #AssunçãoCristas'.
Incluída a da mesquita: submissão ao #IslãoInvasor.
https://t.co/co6lj0CWIb";no
O @STF_oficial é o macarrão do Goleiro Bruno e a @mariadorosario do Champinha https://t.co/rT2Prv4PUT;no
O @STF_oficial  fazendo conluio com essa moça @marcofeliciano  isso Pode??? Ou ela é maluca psicopata mesmo? https://t.co/KxJFmMho3o;yes
Os 'tolerantes' donos do poder e sua carneirada submissa, quando contrariados só ofendem e tentam ridicularizar. Hipócritas de mau perder!;no
O SUS está sucateado, não consegue atender o cidadão com problemas graves de saúde, não tem medicamento, os... https://t.co/2rM5BJMsAA;no
O tempo está tao bom, para ir com um grupo de amigos á praia sentar na areia apanhar sol e falar sobre as cenas;no
O tempo TODO, é inacreditável. É totalmente OUTRA imprensa do que aquela que cobria Obama. https://t.co/CmD1DCJ5UK;no
o terror da esquerda #SomosTodosBolsonaro;no
O teu pai nao está em Angola —_ Pois não, neste momento está em Luanda  https://t.co/vimKAUj4pS;no
O texto todo é aquela velha ladainha 'feminismo de verdade era aquele do passado, hoje em dia blablabla'. Deslegitimação básica.;no
Ótima. Com certeza. https://t.co/jG7lptLhLn;no
Ótima sessão de audiência com os CEOs da Associação de Líderes da Indústria de Varejo esta manhã! https://t.co/MLJ6yjsNao;no
Otimistas são pessoas mal informadas.;no
@otmar03 @Djouka_PB tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk;yes
@otmar03 @Estadao pra eles o cara do BB que é jornalista https://t.co/v304uMZxVM;no
@otmar03 @GABRIELPlNHEIRO @pauloap @ajulysantos Esse perfil ta apurrinhando todo mundo de direita que posta algo sobre o dia das mulheres.;yes
"@otmar03 huahauhaauhauha
uahuahauhaa
vamos a agenda feminista que faz tudo menos defender mulher https://t.co/CIEzI6W2Gi";yes
@otmar03 @itsmabizao Feminismo: movimento q diz lutar pelas mulheres mas persegue td mulher q tenha opinião própria _ https://t.co/J4jWi1v45F;no
@otmar03 Sem islamismo elas estariam na praia / com o islamismo elas tao de luto https://t.co/BN32XT9Jw7;yes
@otmar03 vou mandar pra tu corrigir os post antes..kkkkk verdade de novo..kkkk;no
O Trump do futebol foi reeleito. Quando é que começa a construção do Muro na 2a Circular? O Benfica que prepare o guito...;yes
O TUITER AINDA RESPIRA https://t.co/c3iyZGYkRh;no
'O único objetivo da família de João Victor é que Guilherme Francisco do Santos e Alexandro José da Silva,... https://t.co/ltT8syu7Nb;no
O uso de turbantes por pessoas brancas é apropriação cultural? https://t.co/5AHZXH9SZB via @cartacapital;no
outra 'Jênia' que acha que a violência contra a mulher no Brasil se dá pelo fato do país ser de maioria cristã, e n _ https://t.co/ELJBzzBFVu;no
"Outra vez um menino pediu um lanche para uma amiga minha e ela o ignorou
o noinha gritou: vai tia, vc ja ta muito gorda!
hahahahahahahahaha";no
Outros países cobram empresas americanas impostos e tarifas enquanto os EUA cobra pouco ou nada. Deveríamos cobrar _ https://t.co/jce7jLgG4E;no
ouvi dizer que o Chorão saiu do Charlie Brown Jr e entrou no Sepultura é vdd? =D vai na fé brodi!;yes
Ouvi, numa rede de tv, que a Hungria, está fazendo uma cerca eletrica, para evitar invasoes de refugiados. Mas nao deu Ibope...Pesquisem sob;no
Ouviu, @g1 ? Militar não sai disparando a esmo... https://t.co/MYEpw842bH;no
O verdadeiro escândalo aqui é que informações confidenciais são passadas ilegalmente pela 'inteligência' como doce. _ https://t.co/EltFjl04sy;no
"OVERDOSE DE TOURETTE - ON THE ROAD:
O comboio está a chegar à tua cidade.
https://t.co/KFf4LuVztt";no
"o video era um sapatao tocando siririca
https://t.co/b824kaMh0A";yes
Ovo de páscoa petista https://t.co/RQ3RJIKHwa;no
O @whindersson nunes merece o título de maior youtuber do Brasil, e de respeito. Parabéns! #espiritosantocaos https://t.co/kKUTrzGX0a;no
Ow @jandira_feghali seus gráficos estão com problema de curva exagerada https://t.co/qlQ7mcZzqt;no
Owww, esquisita, @aninha_ebc a @RafinhaFarias tá te imitando com tt pala hahaha;no
Oxente! Pq? Sou tão santa... rs...RT @agdabritto  @DocePimenta_Sp oooooooooo maluca;no
@pablovillaca pooo, esse aí é otimista hein;no
PAGANDO MINHAS CONTAS, FIM https://t.co/cQZJcVypvG;no
PAI DA FEMINISTA SAIU PRA COMPRAR CIGARRO NO 2º GOL DO ZIDANE EM 1.998 E NUNCA MAIS VOLTOU  #JoaquinResponde https://t.co/EzreOGNSJa;no
"País quebrando, desemprego pra todo lado, violência comendo solta e vem falar em 'FOLIA', PQP!!! 
VTNC essas merda _ https://t.co/TlPVv3lhon";no
Palavra do dia que homem que é homem não diz: Fragrância.;no
Palavras do Presidente Trump na Assinatura da Resolução H.J. 41' https://t.co/TlMa3FK1Un;no
"Palhaçada pura!
Acho que o #Trump vai perder o sono por causa do voto do #BlocoEsquerda.
@EsquerdaNet https://t.co/2UJupULUDS";no
"@paneleiro_ 
Aprecio o bom humor ;)";no
"@paneleiro_ Aprecio o bom humor mas, calma, não abuses da boa vontade. ;)";no
@pan0ntim o cara é mil grau total, vou morrer;no
@paolabuzzone por isso eu sou sapatao. super indico.;yes
"Papa Bergoglio pede que cristãos tenham menos filhos. 
Enquanto isso... https://t.co/CAK1EylQlR";no
@paper_tomaz Nossa, tme gente que não faz tattoo pra filho.. me ajuda ne? Isso foi passional!;no
Parabéns ae Gabriel vc merece demais até chorei aq http://t.co/IwYLmNo1vf;no
parabéns a essas meninas... kkkkk @otmar03 @InesBolsonaro @editorahumanas @GABRIELPlNHEIRO @pauloap @pedrinhu_tecix https://t.co/Hlg6QVzGBF;yes
Parabéns ao nosso novo Conselheiro de Segurança Nacional, general H.R. McMaster. Vídeo: https://t.co/yhPfSZ5hG4https://t.co/CPZbHiy9yg;no
Parabéns ao nosso novo Procurador Geral, @SenatorSessions! https://t.co/wmVgq4MGYf;no
Parabéns ao nosso novo #VASecretary Dr. David Shulkin. Hora de cuidar dos veteranos que lutaram para proteger nosso _ https://t.co/wjaUiaXpsZ;no
Parabéns ao Secretário do Tesouro Steven Mnuchin! #ICYMI - assita aqui: https://t.co/9nShSzr8mrhttps://t.co/WcZ1Lnx6rI;no
"Parabéns aos jornalistas do @jornaldarecord pela reportagem sobre o BNDES.
Investigação sobre corrupção nos governo _ https://t.co/Zu0nls5gMI";no
Parabéns a Rex Tillerson por tomar posse como nosso novo Secretário de Estado. Ele será uma estrela!;no
Parabéns a Stephen Miller por me representar esta manhã nos vários programas matutinos de domingo. Ótimo trabalho! https://t.co/oub2u74RHa;no
Parabéns a Thomas Perez, que acaba de ser nomeado como líder do CND. Eu não poderia estar mais feliz por ele (ou pe _ https://t.co/W9dBjcL2FY;no
"Parabéns a todas as mulheres desse mundo! Seja vc feia ou linda, nova ou velha, gorda ou magra, qero q saibam
Q respeito nunca pode faltar..";no
Parabéns a todas as mulheres, menos para as abortistas e aborteiras, porque essas não são gente!;yes
"Parabéns Beyoncé!
Estamos em Fevereiro e já ganhaste o prémio da foto mais absurda de 2017 https://t.co/qqOnU0UvdJ";yes
"PARABÉNS CHORÃO!
4 ANOS LONGE DAS DROGAS.";yes
Parabéns!!! Cidade de #Ariquemes na luta contra a ideologia de gênero.A sociedade se organizou para apoiar o... https://t.co/bc9PCAI5HN;no
Parabéns deputado #APEzequielTeixeira. Esse Brasil está em colapso cultural, uma inversão doentia de prioridades https://t.co/Dh8DbIoLpV;no
Parabéns deputado Roberto de Lucena .Isso sim é proteger o povo.Se eu pago impostos e esses vão para pagar a... https://t.co/vP703Y3dwQ;no
"PARABÉNS ESPECIAL PRAS MULHERES QUE ME SEGUEM!
MULHERADA GUERREIRA BATALHADORA SEM TEMPO PRA MIMIM
QUERIA DAR UM BUQUÊ DI FLOR PRA CADA UMA!";no
Parabéns guerreira.... gritar de peito de fora no meio da rua nun país onde a mulher é livre é fácil..quero ver lut _ https://t.co/GQ5pPy4DiQ;yes
parabens hugo chavez pela sua morte;yes
#Parabéns !!!!! Luciano Azevedo (PPS), prefeito de Passo Fundo (RS), resolveu pegar a verba de R$ 400 mil que... https://t.co/sYBMBweeh7;no
Parabéns, mais uma notícia sobre a Desconstrução do filme a Bela e a Fera.Nosso apoio irrestrito ao casal donos... https://t.co/iCaxVlEkD3;no
"PARABÉNS, MUITO BOM ESSE NOVO ESTAGIÁRIO @canalbrasil 
BEM MELHOR QUE O ÚLTIMO.
#PAZ https://t.co/yAE16nvP4n";no
"Parabéns Mulheres de verdade
Mulher inteligente faz de seus dramas verdadeiras histórias
A mulher burra de suas his _ https://t.co/Nrw8KkpUpq";yes
Parabéns, #PatríciaMamona e #NelsonÉvora! https://t.co/T0xph8678j;no
"Parabéns Patrícia Mamona!
https://t.co/01HohwQjaw#PatríciaMamona #Portugal https://t.co/5tvEth4kZR";no
Parabéns pra mim que cheguei atrasada DE NOVO;no
Parabéns pra sapatão mais piranha de santaa cruz!!! 19 ANOS NÉ PORRA. Teeeeeee amooo, que venha sábado bebê  @eaebeamaria;yes
'Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que não vai arranjar... https://t.co/CEoqvg3lGa;yes
Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que vão vai arranjar... https://t.co/JRRMHyxpcD;yes
PARABÉNS PRESIDENTE EDUARDO CUNHA;no
Parabéns!!!!Que o mundo copie e não permitam está insanidade. #TrumpEuApoio. _ https://t.co/NQf6uSIj8l;yes
"Parabéns, @realDonaldTrump! A esperança reforça-se
https://t.co/A8FE0cYZaPhttps://t.co/ZhuNJJ4B80";no
Parabéns @realDonaldTrump , sinal inequivoco que estás no caminho certo! https://t.co/ZFzguvpwlD;no
PARABENS SAPATÃO SDDS @attomiter https://t.co/hNz7wYc1WC;yes
Parabéns! Ser a favor da VIDA é um valor básico e inegociável de qualquer pessoa DO BEM! https://t.co/jJGeM1rAIC;no
Para de chamar os outros de fascista,vc nem sabe o que é fascismo,seu filho da puta;yes
Para de falar alemão caralho;yes
Para desconcentrar um homem com um decote é necessário ter peitos https://t.co/xAwMiLHb7P;yes
"Para ler. 'O Islão tem um problema com a mulher.'
https://t.co/4FRtxqXUsq";no
'Para o Dia Internacional da Mulher, a P3K preparou um encontro cheio de significado, aprendizado e trocas.... https://t.co/FTo66sCJow;no
PARA O PESSOAL QUE NÃO CONHECE MUITO O FUTEBOL EUROPEU: CITI X MÔNACO SERIA UMA ESPÉCIE DE MARÍLIA X OESTE AQUI NO BRASIL #CasaDaChampions;yes
Para os sportinguistas, Bruno de Carvalho é uma mais valia para o Sporting Clube de Portugal. Mais valia era estar calado...;no
PARA QUEM NÃO SABE 'AMOR E SEXO' É AQUELE PROGRAMINHA 'LACRADOR' QUE APANHA DA PRAÇA É NOSSA NA AUDIÊNCIA. _ https://t.co/5mkhB0Jez8;no
"Para @reinaldoazevedo , o simples fato de apoiar @jairbolsonaro é ser 'direita xucra'.
Conversar o quê com um cara desses?? Babaca total.";yes
"Para se #RenovarPortugal urge desparasitar a classe política e dirigente. Árvores podres só dão frutos podres.
#PNR https://t.co/43uKNLVfkb";yes
"Para variar da política...
(Díptico em acrílico: Velas na praia) https://t.co/Ib40pjpMAj";no
Parece que o Papa vai estar menos tempo em Portugal do que o Porto esteve em primeiro lugar...;yes
Parem de histeria...não ha nada demais de dizer que homem é homem e muher mulher. Pq a pessoa se sente diferente, n _ https://t.co/64D7Rm2rY7;yes
Participação do #PNR nas autárquicas vai crescendo. Com programa nacional e diferenças locais, pode dizer-se: todos _ https://t.co/scEsjxHxcH;no
"Participe das palestras e dos seminários sobre Ideologia de Gênero.
Acompanhe agenda da _ https://t.co/J6TAsGB1zf";no
Participei do consultório de família na #NovoTempo com o tema. Criação de criança em sexo neutro. Foi muito bacana. https://t.co/jFBY6lshGn;no
"Partido Nacional Renovador PNR-TV
https://t.co/OY7VONESXd";no
"Partilhe e divulgue!
São cada vez mais os portugueses que passam fome... e o que é que o governo tem feito!?
https://t.co/X8kqVsnu8b";no
PASSA A LINGUIÇA, MAS QUANDO FOR PRA CASAR ACHE UMA MENINA DE RESPEITO NÃO AS MARMITA  #JoaquinResponde https://t.co/wHjd9f0W1W;no
PASSA A VARA https://t.co/MjRJc4laSJ;no
Passamos agora pela 277 rumo ao litoral,presenciamos um grave acidente Não deu para parar.Estão fazendo massagem... https://t.co/WsB1R2Ml7i;no
Passando aqui para avisar que comunistas vão arder no inferno.;yes
"passando aqui pela zona oeste e pensando como esses pobres conseguem se enfiar no brt q nem sardinha
prefiro meu 4x4";no
Passando aqui pra desejar feliz #DiadaMulher  pra quem é mulher desde o ultrassom;no
passando aqui só pra dizer que nao interessa se é puta, santinha, gorda, magra, feia ou bonita, se eu amar essa pessoa, pau no cu de todos;yes
Passando na sua timeline uma imagem que não revolta as feministas... https://t.co/XrJ2G1AIfq;no
PASSEIII EM MANAUSSS!!!!!!! OBRIGADO MEU DEUS! http://t.co/gKuQ17zIlJ;no
Passo a passo de como denunciar o Facebook do pastor MalaCheia... http://t.co/QwYFoWjp kkkk ele vai ficar muito puto mas quem liga?;yes
Passo 1 - Denuncie a pagina do Silas no Facebook. 2- Mande uma msg pro @PastorMalafaia avisando-o. 3- use a hashtag #TrolandocomHumorNegro;yes
passou umas mulheres do meu lado e ficaram cochichando 'é sapatão';yes
"Pasta de leite Ninho 
Pão de lo branco recheios  ganache com Ninho e morangos .
#BolosEmUberlândia  #Paodequeijo https://t.co/bRKxo8KJgk";no
@PastorMalafaia Estou com você pastor!!!!;no
@PastorMalafaia não importa o que a mídia invente, requente, persiga.Acredito na sua índole.;no
@PaulaMaris professora..acho que habbibs mata menos que lança-perfume com cocaína https://t.co/OUqNqFzOMi;no
@paullamirella Quer uma dica meio trash pra aumentar a galera do show? #Trashquefunciona >> Bate Papo UOL salas de minas. Da uma divulgada!;no
@paullamirella Vale MUITO a pena.. Tenho 02 DVDs incríveis. Se morasse em Sp faria-te uma cópia. #thecorrs;no
